customer_unique_id,system,top_10
bbf65e7823171a84e70a495dd6c34ceb,Most-Popular,99a4788cb24856965c36a24e339b6058|36f60d45225e60c7da4558b070ce4b60|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7
bbf65e7823171a84e70a495dd6c34ceb,Category-Popular,368c6c730842d78016ad823897a372db|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|b0961721fd839e9982420e807758a2a6|0bcc3eeca39e1064258aa1e932269894|14dffa241a078aeaebaef48a49e807ca|014a8a503291921f7b004a5215bb3c36|880be32f4db1d9f6e2bec38fb6ac23ab|dd6a505f83dd3c6326aa9856519e0978
bbf65e7823171a84e70a495dd6c34ceb,Apriori-only,99a4788cb24856965c36a24e339b6058|36f60d45225e60c7da4558b070ce4b60|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7
bbf65e7823171a84e70a495dd6c34ceb,FP-Growth-only,99a4788cb24856965c36a24e339b6058|36f60d45225e60c7da4558b070ce4b60|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7
bbf65e7823171a84e70a495dd6c34ceb,CF-only,52c80cedd4e90108bf4fa6a206ef6b03|1b7ce992a80ac036dd9ab73d08289712|2b939dc9b176d7fa21594d588815d4a4|87064fd995f81ddb8e735902047fe007|8c591ab0ca519558779df02023177f44|0bcc3eeca39e1064258aa1e932269894|389d119b48cf3043d311335e499d9c6b
bbf65e7823171a84e70a495dd6c34ceb,Hybrid (RRF),52c80cedd4e90108bf4fa6a206ef6b03|5113c9a5037013b0a750444df6dec60f|1b7ce992a80ac036dd9ab73d08289712|a669398f595527fc03acc1ebda6b3cce|2b939dc9b176d7fa21594d588815d4a4|29e4631be78811ab993ae12613053b53|87064fd995f81ddb8e735902047fe007|189e539d996a9b8ba4bba1a140a024a7|8c591ab0ca519558779df02023177f44|18fa9cc25ea8b54f32d029f261673c0f
c4063084f01f085897c04bcbd81fcb69,Most-Popular,99a4788cb24856965c36a24e339b6058|36f60d45225e60c7da4558b070ce4b60|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7
c4063084f01f085897c04bcbd81fcb69,Category-Popular,99a4788cb24856965c36a24e339b6058|35afc973633aaeb6b877ff57b2793310|9ad75bd7267e5c724cb42c71ac56ca72|3e5201fe0d1ba474d9b90152c83c706c|42a2bd596fda1baef5719cb74f73030c|8a443635fdf9759915c9be5be2e3b862|f2e53dd1670f3c376518263b3f71424d|c211ff3068fcd2f8898192976d8b3a32|a06766fec51c96d4d0bce282906735eb|ec2d43cc59763ec91694573b31f1c29a
c4063084f01f085897c04bcbd81fcb69,Apriori-only,99a4788cb24856965c36a24e339b6058|36f60d45225e60c7da4558b070ce4b60|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7
c4063084f01f085897c04bcbd81fcb69,FP-Growth-only,99a4788cb24856965c36a24e339b6058|36f60d45225e60c7da4558b070ce4b60|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7
c4063084f01f085897c04bcbd81fcb69,CF-only,b570f2a8228eeaa87e224f25264576b5|3cc4b421c1f28dd22e86fc4aaafb600e|42a2bd596fda1baef5719cb74f73030c|31c1d1dfbb4b2730140b8bd9248bcd58|aa36c2127048efdcd47f4ad5b6b68810|c211ff3068fcd2f8898192976d8b3a32
c4063084f01f085897c04bcbd81fcb69,Hybrid (RRF),b570f2a8228eeaa87e224f25264576b5|b2083bcfc8768380dd0e31d612e96d08|3cc4b421c1f28dd22e86fc4aaafb600e|4cee3d875eb2f9d331aae01b8c4781e8|42a2bd596fda1baef5719cb74f73030c|20767ba46ff14007ce4ed2cb1c4d546a|31c1d1dfbb4b2730140b8bd9248bcd58|321cea6c65a44a9abde31f677f976c63|aa36c2127048efdcd47f4ad5b6b68810|5bfc7506459ae2a7b4b573fe557a58e1
eae0a83d752b1dd32697e0e7b4221656,Most-Popular,99a4788cb24856965c36a24e339b6058|36f60d45225e60c7da4558b070ce4b60|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7
eae0a83d752b1dd32697e0e7b4221656,Category-Popular,36f60d45225e60c7da4558b070ce4b60|e53e557d5a159f5aa2c5e995dfdf244b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7|2136c70bbe723d338fab53da3c03e6dc|dbb67791e405873b259e4656bf971246|ad4b5def91ac7c575dbdf65b5be311f4|3f14d740544f37ece8a9e7bc8349797e|e6b314a2236c162ede1a879f1075430f|d1c427060a0f73f6b889a5c7c61f2ac4
eae0a83d752b1dd32697e0e7b4221656,Apriori-only,99a4788cb24856965c36a24e339b6058|36f60d45225e60c7da4558b070ce4b60|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7
eae0a83d752b1dd32697e0e7b4221656,FP-Growth-only,99a4788cb24856965c36a24e339b6058|36f60d45225e60c7da4558b070ce4b60|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7
eae0a83d752b1dd32697e0e7b4221656,CF-only,508d5e8ce8e79bb506f9f0c096b295c4
eae0a83d752b1dd32697e0e7b4221656,Hybrid (RRF),508d5e8ce8e79bb506f9f0c096b295c4|b795524e6ddbae40e910d169242dbcd7|58f88ebb71c90b2d46a5b297ae6c3455|5dae498eff2d80057f56122235a36aff|b7db1a22a9e89c9749d7386c4f0ff639|90ef6790cfc145cf45f9c476d1f47af0|e6a8a1b25dccfe76d339f9cd19be7779|a88124e0b1d42ca7b0813a78ff630437|2ccd049c8e7ea210e079a1aa8ad92477|d8fc369e0b2d17b856119ff03276f198
ec441c1966bfa602976763f330fc5168,Most-Popular,99a4788cb24856965c36a24e339b6058|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7|2136c70bbe723d338fab53da3c03e6dc
ec441c1966bfa602976763f330fc5168,Category-Popular,e53e557d5a159f5aa2c5e995dfdf244b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7|2136c70bbe723d338fab53da3c03e6dc|dbb67791e405873b259e4656bf971246|ad4b5def91ac7c575dbdf65b5be311f4|e6b314a2236c162ede1a879f1075430f|d1c427060a0f73f6b889a5c7c61f2ac4|0aabfb375647d9738ad0f7b4ea3653b1|3eef0cb94ba82de806bb30ab743c7655
ec441c1966bfa602976763f330fc5168,Apriori-only,99a4788cb24856965c36a24e339b6058|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7|2136c70bbe723d338fab53da3c03e6dc
ec441c1966bfa602976763f330fc5168,FP-Growth-only,99a4788cb24856965c36a24e339b6058|368c6c730842d78016ad823897a372db|35afc973633aaeb6b877ff57b2793310|e53e557d5a159f5aa2c5e995dfdf244b|53759a2ecddad2bb87a079a1f1519f73|422879e10f46682990de24d770e7f83d|389d119b48cf3043d311335e499d9c6b|4fcb3d9a5f4871e8362dfedbdb02b064|f4f67ccaece962d013a4e1d7dc3a61f7|2136c70bbe723d338fab53da3c03e6dc
ec441c1966bfa602976763f330fc5168,CF-only,e53e557d5a159f5aa2c5e995dfdf244b|56cdfe67fbda57c1dcc752f5f361f981|99f5b2240b82bf9387e5cf2fc0335b08|d5991653e037ccb7af6ed7d94246b249
ec441c1966bfa602976763f330fc5168,Hybrid (RRF),e53e557d5a159f5aa2c5e995dfdf244b|d8fc369e0b2d17b856119ff03276f198|56cdfe67fbda57c1dcc752f5f361f981|3eef0cb94ba82de806bb30ab743c7655|99f5b2240b82bf9387e5cf2fc0335b08|508d5e8ce8e79bb506f9f0c096b295c4|d5991653e037ccb7af6ed7d94246b249|fec094ad5af771b21cf38c6c9e946f19|38991d9514cf1298f8ac1d66d8aefeba|a334304f952399f2161225628a9d2891
