customer_unique_id,system,top_10
012452d40dafae4df401bced74cdb490,CF-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
012452d40dafae4df401bced74cdb490,Hybrid (RRF),99a4788cb24856965c36a24e339b6058|77cad52aa444e612b99517bebbb4abb2|422879e10f46682990de24d770e7f83d|9456c129f470955000d28c94f73340cd|aca2eb7d00ea1a7b8ebd4e68314663af|07c410d85cf66a03da15b92f2d03d583|389d119b48cf3043d311335e499d9c6b|4c82a40c8390fbe525e50bd06fcebe80|53759a2ecddad2bb87a079a1f1519f73|1a658f920c35086bb2f6421f240608bd
0178b244a5c281fb2ade54038dd4b161,Most-Popular,422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf|42a2c92a0979a949ca4ea89ec5c7b934
0178b244a5c281fb2ade54038dd4b161,Category-Popular,f1c7f353075ce59d8a6f3cf58f419c9c|35afc973633aaeb6b877ff57b2793310|ec2d43cc59763ec91694573b31f1c29a|06edb72f1e0c64b14c5b79353f7abea3|777d2e438a1b645f3aec9bd57e92672c|2a2d22ae30e026f1893083c8405ca522|84f456958365164420cfc80fbe4c7fab|25f86162fee18735fffdb762dcb10d7c|386486367c1f9d4f587a8864ccb6902b|64fb265487de2238627ce43fe8a67efc
0178b244a5c281fb2ade54038dd4b161,Apriori-only,35afc973633aaeb6b877ff57b2793310|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
0178b244a5c281fb2ade54038dd4b161,FP-Growth-only,35afc973633aaeb6b877ff57b2793310|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
0178b244a5c281fb2ade54038dd4b161,CF-only,35afc973633aaeb6b877ff57b2793310|f2e53dd1670f3c376518263b3f71424d|f2c1df0fc307ec60e3321c708c1dcac3|7e8a5e8789ede63ab600b65235e35fa6|2bf81ae622207551768a47a59930c69f|3c8403a4f7135ffcb0e050a81764088f|0a23fd10720c5ffc6c7f5e66b0b26ae2|b8be9a5f11908b7b70329f92fcb0eec9|7aef20f12c90de905bf7782cb29dffb3|77c458f1c9de09a6b4dcda767ec6dae0
0178b244a5c281fb2ade54038dd4b161,Hybrid (RRF),35afc973633aaeb6b877ff57b2793310|11969b52203d89d67f5d9aff274fc35d|f2e53dd1670f3c376518263b3f71424d|f2c1df0fc307ec60e3321c708c1dcac3|0b3c2ee3c7994b5b9ebdddb2372d6f9c|7e8a5e8789ede63ab600b65235e35fa6|a94bae2ca6c0f6530af830bda6dae563|2bf81ae622207551768a47a59930c69f|5f94420195fe54db4e88348ee7a0f2f2|3c8403a4f7135ffcb0e050a81764088f
01f2285f85a1c603eb7ef755ad311769,Most-Popular,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
01f2285f85a1c603eb7ef755ad311769,Category-Popular,154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf|42a2c92a0979a949ca4ea89ec5c7b934|3dd2a17168ec895c781a9191c1e95ad7|e53e557d5a159f5aa2c5e995dfdf244b|0aabfb375647d9738ad0f7b4ea3653b1|e0d64dcfaa3b6db5c54ca298ae101d05|a62e25e09e05e6faf31d90c6ec1aa3d1
01f2285f85a1c603eb7ef755ad311769,Apriori-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
01f2285f85a1c603eb7ef755ad311769,FP-Growth-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
01f2285f85a1c603eb7ef755ad311769,CF-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
01f2285f85a1c603eb7ef755ad311769,Hybrid (RRF),99a4788cb24856965c36a24e339b6058|07dbfabaa4709da14c7e58ca17fe7998|422879e10f46682990de24d770e7f83d|a910254bb741f98d6d98a8286d66d14f|aca2eb7d00ea1a7b8ebd4e68314663af|0fca2bf7fe83539c429a0357389333e7|389d119b48cf3043d311335e499d9c6b|7b82c09aeb69b05e0a578a2ea97ed4a9|53759a2ecddad2bb87a079a1f1519f73|ab5b097435a43ee034c6c17438726945
02e9109b7e0a985108b43e573b6afb23,Most-Popular,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
02e9109b7e0a985108b43e573b6afb23,Category-Popular,154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf|42a2c92a0979a949ca4ea89ec5c7b934|3dd2a17168ec895c781a9191c1e95ad7|e53e557d5a159f5aa2c5e995dfdf244b|0aabfb375647d9738ad0f7b4ea3653b1|e0d64dcfaa3b6db5c54ca298ae101d05|a62e25e09e05e6faf31d90c6ec1aa3d1
02e9109b7e0a985108b43e573b6afb23,Apriori-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
02e9109b7e0a985108b43e573b6afb23,FP-Growth-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
02e9109b7e0a985108b43e573b6afb23,CF-only,6f57ca539fb6b20b79a272e17194d9c9|f48eb5c2fde13ca63664f0bb05f55346|368c6c730842d78016ad823897a372db
02e9109b7e0a985108b43e573b6afb23,Hybrid (RRF),6f57ca539fb6b20b79a272e17194d9c9|27e90baf9d996277a5299e5d828be218|f48eb5c2fde13ca63664f0bb05f55346|ecd5fb40310b0f37e80e312bccc3b1ee|368c6c730842d78016ad823897a372db|4dc3f43b20eeebc284b7ec6f5dc9b792|ac9b6cd9849570634224a1175befc1be|d14495a85be157b5cacef4eaaf825791|15c53c3819865dc1083cf45b3b888b43|6f5a84d79bc9f79ecd9095e91fc47a2d
02e9827c15167f699df7bf90d326ffdb,Most-Popular,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
02e9827c15167f699df7bf90d326ffdb,Category-Popular,154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf|42a2c92a0979a949ca4ea89ec5c7b934|3dd2a17168ec895c781a9191c1e95ad7|e53e557d5a159f5aa2c5e995dfdf244b|0aabfb375647d9738ad0f7b4ea3653b1|e0d64dcfaa3b6db5c54ca298ae101d05|a62e25e09e05e6faf31d90c6ec1aa3d1
02e9827c15167f699df7bf90d326ffdb,Apriori-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
02e9827c15167f699df7bf90d326ffdb,FP-Growth-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
02e9827c15167f699df7bf90d326ffdb,CF-only,193d170dd2f6849cf0cb92791a6a623b
02e9827c15167f699df7bf90d326ffdb,Hybrid (RRF),193d170dd2f6849cf0cb92791a6a623b|44a5d24dd383324a421569ca697b13c2|d4b4627590bd9ae2048fa4acd23fc91d|4907ffcd08e217fc8e169a8e9584abc4|bf4a2b62685e6934498ffa6d8b5885c1|b80b016be1b34855b86e03ce28c3b66c|6f5d8820ea24c5ac882ad57132f092b7|a0458f75b62b1e812480c0c915d9b649|6b81a5e5e578171e2f5d691e3cba9be5|eab4c9985a59caadd3c0f14448eaeac3
038301b43811478e1a8dc0e476eaf52e,Most-Popular,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
038301b43811478e1a8dc0e476eaf52e,Category-Popular,154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf|42a2c92a0979a949ca4ea89ec5c7b934|3dd2a17168ec895c781a9191c1e95ad7|e53e557d5a159f5aa2c5e995dfdf244b|0aabfb375647d9738ad0f7b4ea3653b1|e0d64dcfaa3b6db5c54ca298ae101d05|a62e25e09e05e6faf31d90c6ec1aa3d1
038301b43811478e1a8dc0e476eaf52e,Apriori-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
038301b43811478e1a8dc0e476eaf52e,FP-Growth-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
038301b43811478e1a8dc0e476eaf52e,CF-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
038301b43811478e1a8dc0e476eaf52e,Hybrid (RRF),99a4788cb24856965c36a24e339b6058|cf37036bec6f6d8639d1cf0ac3f1d04e|422879e10f46682990de24d770e7f83d|c7084bc72369a57c93c6edaf0b60b235|aca2eb7d00ea1a7b8ebd4e68314663af|9389eab000375a2774d1b51cdeef90e1|389d119b48cf3043d311335e499d9c6b|2f0b48ed3b5553d989aed89a6fcd9487|53759a2ecddad2bb87a079a1f1519f73|f4135cbdece8245560f7be179533797a
03d4953a455f8489e712ea80699de878,Most-Popular,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
03d4953a455f8489e712ea80699de878,Category-Popular,154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf|42a2c92a0979a949ca4ea89ec5c7b934|3dd2a17168ec895c781a9191c1e95ad7|e53e557d5a159f5aa2c5e995dfdf244b|0aabfb375647d9738ad0f7b4ea3653b1|e0d64dcfaa3b6db5c54ca298ae101d05|a62e25e09e05e6faf31d90c6ec1aa3d1
03d4953a455f8489e712ea80699de878,Apriori-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
03d4953a455f8489e712ea80699de878,FP-Growth-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
03d4953a455f8489e712ea80699de878,CF-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
03d4953a455f8489e712ea80699de878,Hybrid (RRF),99a4788cb24856965c36a24e339b6058|44a5d24dd383324a421569ca697b13c2|422879e10f46682990de24d770e7f83d|d4b4627590bd9ae2048fa4acd23fc91d|aca2eb7d00ea1a7b8ebd4e68314663af|4907ffcd08e217fc8e169a8e9584abc4|389d119b48cf3043d311335e499d9c6b|bf4a2b62685e6934498ffa6d8b5885c1|53759a2ecddad2bb87a079a1f1519f73|b80b016be1b34855b86e03ce28c3b66c
041caba6a63ace5818387698ea85cdb2,Most-Popular,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
041caba6a63ace5818387698ea85cdb2,Category-Popular,154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf|42a2c92a0979a949ca4ea89ec5c7b934|3dd2a17168ec895c781a9191c1e95ad7|e53e557d5a159f5aa2c5e995dfdf244b|0aabfb375647d9738ad0f7b4ea3653b1|e0d64dcfaa3b6db5c54ca298ae101d05|a62e25e09e05e6faf31d90c6ec1aa3d1
041caba6a63ace5818387698ea85cdb2,Apriori-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
041caba6a63ace5818387698ea85cdb2,FP-Growth-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
041caba6a63ace5818387698ea85cdb2,CF-only,d952c09021388fd5b1e5f914f559fb10
041caba6a63ace5818387698ea85cdb2,Hybrid (RRF),d952c09021388fd5b1e5f914f559fb10|b584de1994f604fa7dfd0b6b9c6c1b99|a2f0a41fa03da98fd19e20d996462cc8|76be7b20bf23f866fd105deee7b205c6|3f04f0bdf227b179581f43ce42bed25a|86c43103446290e7efacad3701cd654d|9348fe8a0886b99d1c5d33c28fb0aa48|a54244559e62c8ef2939e52189d65d4c|b45618718859484b336a58082991847b|a11b92613ac1f37b3617b440c7b9e6b3
070acf4df1234a6257809e4e79644481,Most-Popular,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
070acf4df1234a6257809e4e79644481,Category-Popular,154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf|42a2c92a0979a949ca4ea89ec5c7b934|3dd2a17168ec895c781a9191c1e95ad7|e53e557d5a159f5aa2c5e995dfdf244b|0aabfb375647d9738ad0f7b4ea3653b1|e0d64dcfaa3b6db5c54ca298ae101d05|a62e25e09e05e6faf31d90c6ec1aa3d1
070acf4df1234a6257809e4e79644481,Apriori-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
070acf4df1234a6257809e4e79644481,FP-Growth-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
070acf4df1234a6257809e4e79644481,CF-only,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
070acf4df1234a6257809e4e79644481,Hybrid (RRF),99a4788cb24856965c36a24e339b6058|27e90baf9d996277a5299e5d828be218|422879e10f46682990de24d770e7f83d|ecd5fb40310b0f37e80e312bccc3b1ee|aca2eb7d00ea1a7b8ebd4e68314663af|4dc3f43b20eeebc284b7ec6f5dc9b792|389d119b48cf3043d311335e499d9c6b|ac9b6cd9849570634224a1175befc1be|53759a2ecddad2bb87a079a1f1519f73|d14495a85be157b5cacef4eaaf825791
071bb277b0146da77fac31e70657815e,Most-Popular,99a4788cb24856965c36a24e339b6058|422879e10f46682990de24d770e7f83d|aca2eb7d00ea1a7b8ebd4e68314663af|389d119b48cf3043d311335e499d9c6b|53759a2ecddad2bb87a079a1f1519f73|368c6c730842d78016ad823897a372db|154e7e31ebfa092203795c972e5804a6|d1c427060a0f73f6b889a5c7c61f2ac4|2b4609f8948be18874494203496bc318|7c1bd920dbdf22470b68bde975dd3ccf
